Model name,Features names,Error,Date Time
LogisticRegression,smooth_sample spread local_maxima_3,0.721439823836,2016-11-17 01:43:25.422000
LogisticRegression,smooth_sample spread local_maxima_without_smoothing,0.766404315815,2016-11-17 01:43:28.088000
LogisticRegression,smooth_sample spread PCA_transform,0.731133958226,2016-11-17 01:43:30.902000
LogisticRegression,smooth_sample grey_white_ratio mean_feature,0.361690560781,2016-11-17 01:43:33.350000
LogisticRegression,smooth_sample grey_white_ratio variance_feature,0.354086976036,2016-11-17 01:43:33.746000
LogisticRegression,smooth_sample grey_white_ratio local_maxima_3,0.37591850721,2016-11-17 01:43:35.802000
LogisticRegression,smooth_sample grey_white_ratio local_maxima_without_smoothing,0.450539807473,2016-11-17 01:43:37.950000
LogisticRegression,smooth_sample grey_white_ratio PCA_transform,0.366432972992,2016-11-17 01:43:43.137000
LogisticRegression,smooth_sample mean_feature variance_feature,0.348552982668,2016-11-17 01:43:43.493000
LogisticRegression,smooth_sample mean_feature local_maxima_3,0.374653331709,2016-11-17 01:43:45.551000
LogisticRegression,smooth_sample mean_feature local_maxima_without_smoothing,0.444650946644,2016-11-17 01:43:47.920000
LogisticRegression,smooth_sample mean_feature PCA_transform,0.362167729082,2016-11-17 01:43:52.939000
LogisticRegression,smooth_sample variance_feature local_maxima_3,0.368306283456,2016-11-17 01:43:53.484000
LogisticRegression,smooth_sample variance_feature local_maxima_without_smoothing,0.436607937561,2016-11-17 01:43:54.070000
LogisticRegression,smooth_sample variance_feature PCA_transform,0.349292728822,2016-11-17 01:43:54.903000
LogisticRegression,smooth_sample local_maxima_3 local_maxima_without_smoothing,0.47889666648,2016-11-17 01:43:57.078000
LogisticRegression,smooth_sample local_maxima_3 PCA_transform,0.37919369409,2016-11-17 01:44:00.888000
LogisticRegression,smooth_sample local_maxima_without_smoothing PCA_transform,0.448812162361,2016-11-17 01:44:05.263000
LogisticRegression,spread grey_white_ratio mean_feature,0.738544228535,2016-11-17 01:44:07.943000
LogisticRegression,spread grey_white_ratio variance_feature,0.742262575298,2016-11-17 01:44:10.994000
LogisticRegression,spread grey_white_ratio local_maxima_3,0.735791469622,2016-11-17 01:44:13.708000
LogisticRegression,spread grey_white_ratio local_maxima_without_smoothing,0.773076703752,2016-11-17 01:44:16.409000
LogisticRegression,spread grey_white_ratio PCA_transform,0.732602366285,2016-11-17 01:44:19.178000
LogisticRegression,spread mean_feature variance_feature,0.719976445997,2016-11-17 01:44:22.178000
LogisticRegression,spread mean_feature local_maxima_3,0.73956488992,2016-11-17 01:44:24.933000
LogisticRegression,spread mean_feature local_maxima_without_smoothing,0.762484975735,2016-11-17 01:44:27.653000
LogisticRegression,spread mean_feature PCA_transform,0.72227169467,2016-11-17 01:44:30.566000
LogisticRegression,spread variance_feature local_maxima_3,0.733323172105,2016-11-17 01:44:33.554000
LogisticRegression,spread variance_feature local_maxima_without_smoothing,0.776024380971,2016-11-17 01:44:36.562000
LogisticRegression,spread variance_feature PCA_transform,0.72944979733,2016-11-17 01:44:39.486000
LogisticRegression,spread local_maxima_3 local_maxima_without_smoothing,0.764614586867,2016-11-17 01:44:42.190000
LogisticRegression,spread local_maxima_3 PCA_transform,0.727442022686,2016-11-17 01:44:44.974000
LogisticRegression,spread local_maxima_without_smoothing PCA_transform,0.75826111869,2016-11-17 01:44:47.670000
LogisticRegression,grey_white_ratio mean_feature variance_feature,0.380318154669,2016-11-17 01:44:47.735000
LogisticRegression,grey_white_ratio mean_feature local_maxima_3,0.352875467175,2016-11-17 01:44:47.861000
LogisticRegression,grey_white_ratio mean_feature local_maxima_without_smoothing,0.426362890823,2016-11-17 01:44:47.980000
LogisticRegression,grey_white_ratio mean_feature PCA_transform,0.327213623498,2016-11-17 01:44:48.031000
LogisticRegression,grey_white_ratio variance_feature local_maxima_3,0.34904966422,2016-11-17 01:44:48.096000
LogisticRegression,grey_white_ratio variance_feature local_maxima_without_smoothing,0.393038856491,2016-11-17 01:44:48.165000
LogisticRegression,grey_white_ratio variance_feature PCA_transform,0.327790220398,2016-11-17 01:44:48.212000
LogisticRegression,grey_white_ratio local_maxima_3 local_maxima_without_smoothing,0.402430503537,2016-11-17 01:44:48.365000
LogisticRegression,grey_white_ratio local_maxima_3 PCA_transform,0.329977972471,2016-11-17 01:44:48.450000
LogisticRegression,grey_white_ratio local_maxima_without_smoothing PCA_transform,0.364624252555,2016-11-17 01:44:48.534000
LogisticRegression,mean_feature variance_feature local_maxima_3,0.351440902885,2016-11-17 01:44:48.634000
LogisticRegression,mean_feature variance_feature local_maxima_without_smoothing,0.392211584446,2016-11-17 01:44:48.734000
LogisticRegression,mean_feature variance_feature PCA_transform,0.324032088377,2016-11-17 01:44:48.797000
LogisticRegression,mean_feature local_maxima_3 local_maxima_without_smoothing,0.394352069818,2016-11-17 01:44:48.998000
LogisticRegression,mean_feature local_maxima_3 PCA_transform,0.331997178205,2016-11-17 01:44:49.151000
LogisticRegression,mean_feature local_maxima_without_smoothing PCA_transform,0.362866169229,2016-11-17 01:44:49.298000
LogisticRegression,variance_feature local_maxima_3 local_maxima_without_smoothing,0.388623177091,2016-11-17 01:44:49.398000
LogisticRegression,variance_feature local_maxima_3 PCA_transform,0.331589520589,2016-11-17 01:44:49.583000
LogisticRegression,variance_feature local_maxima_without_smoothing PCA_transform,0.365355137622,2016-11-17 01:44:49.768000
LogisticRegression,local_maxima_3 local_maxima_without_smoothing PCA_transform,0.368950581938,2016-11-17 01:44:49.915000
